Coverage,Date,Description,Rarity,Sense of the Modern,Source,Title,added,collection_id,collection_resource,collection_url,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
None,None,"“Some famous lady—who was it?—used to say of anyone she richly despised that he was a ‘saunterer.’ I suppose she meant he was a mere trifler, a lounger, an idle stroller of the streets. It is an ignominious confession, but I am a confirmed saunterer. I love to be set down haphazard among unknown byways; to saunter with open eyes, watching the moods and the humors of men, the shapes of their dwellings, the criss-cross of their streets. It is an implanted passion that grows keener and keener. The everlasting lure of round-the-corner, how fascinating it is!” The saunterer as the Philadelphian flâneur? A detective of sorts, maybe a physiognomist, too—but note his manner of sauntering.
On a different note: “Just as Thoreau compiled a Domesday Book and kind of classified directory of the sights, sounds and scents of Walden (carefully recording the manners of a sandback and the prejudices of a woodlouse or an apple tree) so I love to annotate the phenomena of the city. I can be as solitary in a city street as ever Thoreau was in Walden.” Why were these ephemera worth recording?",5,5,"Morley, <em>Travels</em> (Philadelphia, David McKay, 1920), 10",The saunterer,2014-09-24T06:57:55+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=50,50,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:02+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,"high-spirited triviality and the joke, idleness and pleasurable looking, idling, observation, wonder",http://ds.haverford.edu/lancasterproject/api/items/50
None,None,"“One who was nourished along the line of the Paoli local, who knew it long before it became electrified with those spider-leg trolleys on its roof and before the Wynnewood embankments were lined with neat little garages, sometimes has an inner pang that it is getting a bit too civilized. And yet no train will ever mean to us what that does! The saying that was good enough for Queen Mary and Mr. Browning is good enough for me. When I die, you will find the words PAOLI LOCAL indelibled on my heart. When the Cortisan patriot’s bicentennial comes along, in 1925, I hope there will be a grand reunion of all the old travelers along that line. The railroad will run specially decorated trains and distribute souvenirs among commuters of more than forty years’ standing. The campus of Haverford College will be the scene of a mass-meeting. There will be reminiscent addresses by those who recall when the tracks ran along Railroad avenue at Haverford and up through Preston. An express agent will be barbecued, and there will be dancing and song and passing of the mead cup until far into the night.”",7,4,"Christopher Morley, <em>Travels</em> (Philadelphia, David McKay, 1920), 120–1.",Grand reunion of old travelers,2014-09-24T07:08:00+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=51,51,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-12-03T16:29:07+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,"Christophalia, death, end of an era, suburbs, transportation",http://ds.haverford.edu/lancasterproject/api/items/51
None,None,"1.	1812: “The capital of Pennsylvania is changed from Lancaster to Harrisburg, simultaneous diminishing the importance of Lancaster within Pennsylvania and beyond, and increasing the importance of roads stretching west towards Pittsburgh.” Switching of epicenters coinciding with preeminence of roads. Foreshadowing urban sprawl?",3,1,None,Capital change from Lancaster to Harrisburg.,2014-09-24T14:53:36+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=52,52,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-10-19T18:58:01+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"capital, end of an era",http://ds.haverford.edu/lancasterproject/api/items/52
None,None,"2.	1834: “On September 15th James Mills lands a balloon near the Spread Eagle on the Lancaster Turnpike…This marks the beginning of the end for the tavern (one of the most successful), as the railroad quickly replaced stage travel as the dominant means of transportation in the region”—Bizarre framing of technological usurpation. Wizard of Oz-like.",5,3,None,Balloon landing near the Lancaster turnpike,2014-09-24T14:55:32+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=53,53,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-12-03T00:10:04+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"discord, end of an era, idleness and pleasurable looking, leisure, transportation",http://ds.haverford.edu/lancasterproject/api/items/53
"POINT(-8372259.9737952 4861171.6884327)|15|-8372549.0013084|4860911.6980328|osm
",None,"1910: “On February 22nd, in the midst of city-wide riots caused by labor unrest (a streetcar operator’s strike,) mutiny breaks out among strike breakers working at a trolley barn at 43rd and Lancaster. According to the New York Times the strikebreakers were upset that they were assigned positions not as conductors but as motormen.” Transition from phantasmagoria to social unrest. ",4,3,None,Strikers on 43 and Lancaster,2014-09-24T14:57:14+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=54,54,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-24T18:30:40+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"class, strike, violence",http://ds.haverford.edu/lancasterproject/api/items/54
None,9/24/2014,"""But to-day Malvern is best known to travellers as the point of departure from the Turnpike for the site of the Paoli Massacre of September 20, 1777, where General Wayne's command was surprised by the British at night, and about one hundred and fifty were killed or wounded with such unusual brutality that the engagement came to be called a massacre rather than a battle. Two monuments have been built to commemorate the event, one in 1817, the other in 1877."" The conflation of a multitude of generations is interesting here. Also, it is interesting to note the anchoring of generations in relation to certain events. Finally, we see the monument as a sort of constant presencing of a fragment of the past.",1,1,"Faris, John T. Old Trails and Roads in Penn's Land. Philadelphia: J.B. Lippincott, 1927. Print.",The Exit at Malvern,2014-09-24T15:00:14+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=55,55,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T16:16:31+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"death, monument, trauma, War",http://ds.haverford.edu/lancasterproject/api/items/55
"POINT(-8368688.9313804 4860575.793123)|POINT(-8368096.5444113 4859983.4061539)|14|-8368440.5110385|4859960.2660379|osm
Benjamin Franklin Parkway","2008, 2014","<a title=""&quot;With Art, Philadelphia&quot;"" href=""http://withart.visitphilly.com/"" target=""_blank"">With Art, Philadelphia</a> lauds the PMA and the Barnes, in addition to the Pennslyvania Academy of the Fine Arts, as a part of the ""most artistic mile in the country."" The Barnes, displaced from its original location in Merion, now serves the national Philadelphia tourist campaign, with adds blazening all over major locales like NYC's Penn Station. The novelty of the Barnes's relocation is advertised in this campaign as ""the new Barnes Foundation Philadelphia campus.""",1,4,"- Restructuring the Philadelphia Region, Carolyn Adams, David Bartelt, David Elesh, and Ira Goldstein, 2008. Page 72.","Creating ""The Most Artistic Mile,"" Serving Who?",2014-09-24T15:13:39+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=56,56,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-09-24T16:54:31+00:00,8,users,http://ds.haverford.edu/lancasterproject/api/users/8,True,None,http://ds.haverford.edu/lancasterproject/api/items/56
None,9/24/14,"The connection of Lancaster Avenue, a place of noted affluence, and Rodeo Drive, a similarly wealthy area. Interesting here is the conjunction between socioeconomic status and fashion, which Rodeo Drive is known for. Also, the centrality of a road to both communities. ",4,2,http://www.jflashphoto.com/lancav/lancavhme/lahmei.htm,Rodeo Drive of West Phila,2014-09-24T15:29:18+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=57,57,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-10-19T19:00:32+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,True,"Commerce, shopping, wealth",http://ds.haverford.edu/lancasterproject/api/items/57
None,None,"""Elastic Sponge Superior to Feathers or Hair."" The Penn'A Elastic Sponge Co. (located on No. 111 Chestnut Street, Philadelphia) advertises the ""elastic sponge"" as a cheaper alternative to bedding. ""Physicians universally recommend it as the dryest, cleanest and most healthful bedding known.""",2,1,Smith's New Guide to Philadelphia,"""Satisfaction Guaranteed""",2014-09-24T15:45:25+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=58,58,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-09-24T15:46:55+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,None,http://ds.haverford.edu/lancasterproject/api/items/58
"||||osm
Woodbine Avenue and Drexel Road",190X,Woodbine Avenue and Drexel Road so steep children assist in pushing the Overbrook Fire Department's horse drawn steamer-pump up the road. ,5,3,"d’Apéry, Tello J., M.D. 1936. Overbrook Farms: Its Historical Background, 
Growth and Community Life. Overbrook Farms, Philadelphia: The Magee Press.",Child Powered Firetrucks ,2014-09-24T15:46:30+00:00,3,collections,http://ds.haverford.edu/lancasterproject/api/collections/3,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=59,59,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-12-03T16:39:41+00:00,3,users,http://ds.haverford.edu/lancasterproject/api/users/3,True,"fire, transportation, youth",http://ds.haverford.edu/lancasterproject/api/items/59
None,None,"""The Mountaineer has lent us a copy of 'Domestic Manners of the Americans,'"" in which Mrs. Trollope, the mother of Anthony, recorded her numerous chagrins during a three-year tour among the barbarians in 1827-30."" In it, she notes that despite their beautiful surroundings of trees and long grass, the Americans have no sense of leisure or relaxation. ""Even their drams, so universally taken by rich and poor, are swallowed standing, and, excepting at church, they never have the air of leisure or repose.",2,1,"Morley, Christopher. Travels in Philadelphia",Trailing Mrs. Trollope,2014-09-24T15:50:57+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=60,60,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T00:09:33+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"idleness and pleasurable looking, leisure, nature, nature/vacuum, religion",http://ds.haverford.edu/lancasterproject/api/items/60
"||||osm
Haverford College, Daniel Ellsburg, Vietnam War",1969,"""Dismayed about the Vietnam War, Daniel Ellsburg (born 1931) had begun attending antiwar meetings. In August, he came to Haverford to attend the Thirteenth Triennial Conference of War Resisters International. Inspired by attendees' conviction that they could end the war--and their willingness to be imprisoned in the attempt--Ellsburg had a radical thought... A month later, Ellsburg Ellsburg walked out of the RAND corporation in Santa Monica, Calif., carrying the first of seven thousand pages of a secret report detailing the lies on which U.S. involvement in Vietnam was based. Newspapers would label the documents 'The Pentagon Papers.'""",8,4,"Mark E. Dixon. The Hidden History of the Main Line: From Philadelphia to Malvern. Charleston, SC: The History Press, 2010, pg. 118",walking out,2014-09-24T15:54:01+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=61,61,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-10-08T14:23:21+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,True,"conspiracy, fear, protest, surveillance, War, whistleblower",http://ds.haverford.edu/lancasterproject/api/items/61
